Counter,Date/Time,OrientPitch,OrientRoll,OrientYaw,MagnetX,MagnetY,MagnetZ,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,Lat,Long
1549,2022-05-13 22:26:54.241686,-0.2735,1.0795,-0.4864,41.6427,14.6746,-17.745,0.0013,-0.0002,-0.0009,0.022,0.0412,0.0256,-31.2156,-90.6616
1550,2022-05-13 22:26:59.351277,-0.2641,1.0933,-0.4878,41.9118,14.8779,-17.9318,0.0016,0.001,0.0012,0.0217,0.0415,0.0261,-30.9875,-90.4051
1551,2022-05-13 22:27:05.290561,-0.2723,1.098,-0.4853,41.621,14.6179,-17.2071,0.0035,0.0001,-0.0006,0.0173,0.0415,0.0222,-30.7217,-90.1086
1552,2022-05-13 22:27:10.394014,-0.2794,1.0911,-0.488,41.6847,14.4835,-16.9959,0.0023,-0.0005,-0.0006,0.0222,0.041,0.0246,-30.4926,-89.8553
1553,2022-05-13 22:27:15.503276,-0.2843,1.0898,-0.486,41.7346,14.6386,-17.0009,-0.0017,-0.0015,-0.0009,0.0195,0.041,0.0276,-30.2627,-89.603
1554,2022-05-13 22:27:20.603200,-0.2849,1.0845,-0.4784,41.7974,14.551,-17.0544,0.0016,0.001,-0.0012,0.0203,0.042,0.0239,-30.0327,-89.3523
1555,2022-05-13 22:27:25.714867,-0.2865,1.0873,-0.4806,41.7532,14.2846,-17.1039,0.0013,-0.0005,-0.0006,0.02,0.0405,0.0283,-29.8015,-89.1024
1556,2022-05-13 22:27:31.435647,-0.2888,1.0885,-0.4864,41.5076,14.285,-16.8406,0.0035,0.0022,-0.0006,0.0137,0.0415,0.0271,-29.5421,-88.8241
1557,2022-05-13 22:27:36.539122,-0.2894,1.0827,-0.4852,41.6317,14.0614,-16.791,-0.0008,0.0013,0.0006,0.0139,0.041,0.0232,-29.3101,-88.5771
1558,2022-05-13 22:27:41.762408,-0.2796,1.0889,-0.4832,41.5352,14.3064,-16.7317,-0.0011,-0.0012,-0.0006,0.0134,0.0427,0.0234,-29.0721,-88.3256
1559,2022-05-13 22:27:46.874138,-0.2762,1.0938,-0.4739,41.5896,14.1534,-15.8995,0.0016,0.0025,0.0012,0.0154,0.0417,0.0246,-28.8386,-88.0807
1560,2022-05-13 22:27:51.993597,-0.2735,1.0866,-0.4732,41.1871,14.4744,-15.7135,-0.0032,0.0004,-0.0003,0.0215,0.0412,0.0261,-28.6043,-87.8366
1561,2022-05-13 22:27:57.727366,-0.2722,1.0853,-0.4711,40.9615,14.453,-15.554,0.0035,0.001,0.0,0.0203,0.0415,0.0256,-28.3412,-87.5646
1562,2022-05-13 22:28:02.831248,-0.2714,1.0955,-0.4638,41.4807,14.2499,-15.712,0.0016,0.0013,-0.0006,0.0205,0.0417,0.0254,-28.1064,-87.3237
1563,2022-05-13 22:28:07.939589,-0.2767,1.11,-0.4736,41.6498,14.3699,-15.708,0.0029,-0.0009,0.0006,0.0222,0.0427,0.0271,-27.8709,-87.0837
1564,2022-05-13 22:28:13.038347,-0.2837,1.1047,-0.4714,41.9648,14.1737,-15.18,-0.0011,0.0022,-0.0021,0.0173,0.0429,0.0278,-27.6354,-86.8452
1565,2022-05-13 22:28:18.148625,-0.2904,1.0891,-0.4687,41.7923,14.0399,-15.2135,-0.0005,0.0028,-0.0006,0.0188,0.042,0.0273,-27.3988,-86.6073
1566,2022-05-13 22:28:24.103896,-0.2936,1.0936,-0.4697,41.1009,14.0171,-15.1228,0.0035,0.0004,0.0015,0.0166,0.0415,0.0251,-27.1225,-86.3315
1567,2022-05-13 22:28:29.207284,-0.2942,1.0914,-0.4539,41.4534,14.0787,-14.7536,0.0025,0.0028,0.0009,0.0149,0.0422,0.0264,-26.8852,-86.0964
1568,2022-05-13 22:28:34.305626,-0.2945,1.0819,-0.4456,41.7728,13.9847,-14.2558,-0.0005,0.0034,-0.0003,0.019,0.0403,0.0239,-26.6477,-85.8625
1569,2022-05-13 22:28:39.417107,-0.2873,1.0852,-0.4411,41.9324,14.4598,-14.4894,0.0038,0.0028,0.0,0.0129,0.041,0.0285,-26.409,-85.629
1570,2022-05-13 22:28:44.517131,-0.2785,1.0973,-0.4472,42.0033,14.466,-14.4601,0.0016,0.0013,-0.0009,0.0185,0.0407,0.032,-26.1705,-85.3971
1571,2022-05-13 22:28:50.218547,-0.2754,1.0898,-0.4367,42.2501,14.4816,-14.2114,0.0025,0.0007,-0.0012,0.019,0.042,0.0251,-25.9033,-85.1391
1572,2022-05-13 22:28:55.314091,-0.274,1.0916,-0.448,42.0063,14.3977,-14.0748,0.0032,-0.0002,0.0,0.0142,0.0417,0.0261,-25.664,-84.9096
1573,2022-05-13 22:29:00.425307,-0.2714,1.0744,-0.4463,42.0845,14.2147,-13.8383,0.001,0.0013,-0.0012,0.0166,0.042,0.0259,-25.4235,-84.6803
1574,2022-05-13 22:29:05.524480,-0.2736,1.0656,-0.4364,42.0907,14.14,-13.9891,0.0029,0.0007,0.0,0.0134,0.04,0.0246,-25.1831,-84.4526
1575,2022-05-13 22:29:10.627895,-0.2769,1.0613,-0.4281,41.4728,14.0736,-14.1845,0.0038,0.0025,0.0003,0.0173,0.0425,0.0242,-24.9421,-84.2256
1576,2022-05-13 22:29:16.315973,-0.2772,1.0805,-0.4306,41.8598,14.0534,-14.0092,0.0029,0.0022,0.0006,0.0156,0.042,0.0266,-24.6731,-83.9738
1577,2022-05-13 22:29:21.423244,-0.2797,1.0785,-0.4173,42.0068,14.1344,-13.7869,0.0019,0.0025,0.0018,0.0168,0.0427,0.0251,-24.431,-83.7487
1578,2022-05-13 22:29:26.535157,-0.2856,1.0663,-0.4118,41.951,13.9322,-13.5654,-0.0005,0.0022,-0.0006,0.0173,0.041,0.0281,-24.1883,-83.5244
1579,2022-05-13 22:29:31.642905,-0.2876,1.0608,-0.4181,41.2908,13.8725,-13.4332,0.001,-0.0002,-0.0006,0.0176,0.042,0.0264,-23.9454,-83.3011
1580,2022-05-13 22:29:36.741782,-0.2861,1.0686,-0.4197,41.2763,14.033,-13.2338,-0.0011,0.0013,-0.0012,0.0154,0.0412,0.0264,-23.7026,-83.0791
1581,2022-05-13 22:29:42.735661,-0.2879,1.0687,-0.4191,42.0835,13.999,-12.9281,0.0044,0.0049,-0.0015,0.0163,0.0417,0.0271,-23.4166,-82.8193
1582,2022-05-13 22:29:47.842617,-0.292,1.0664,-0.421,42.049,14.3425,-12.3215,-0.0005,0.0022,-0.0003,0.0176,0.0417,0.0251,-23.1724,-82.5989
1583,2022-05-13 22:29:52.938589,-0.296,1.0615,-0.412,42.2101,14.0905,-12.3117,0.0022,0.0007,-0.0021,0.0173,0.0412,0.0264,-22.9285,-82.3798
1584,2022-05-13 22:29:58.046637,-0.2909,1.0731,-0.4115,42.1379,13.6556,-12.4532,0.0022,0.0001,-0.0003,0.0185,0.0415,0.0246,-22.6836,-82.1611
1585,2022-05-13 22:30:03.154562,-0.2854,1.0761,-0.4129,42.1435,13.7107,-12.2547,0.0016,0.0016,-0.0003,0.0161,0.0417,0.0276,-22.4383,-81.9432
1586,2022-05-13 22:30:08.877942,-0.2766,1.0742,-0.4085,42.0416,14.0344,-12.3436,-0.002,0.0022,-0.0003,0.022,0.0405,0.0256,-22.163,-81.7001
1587,2022-05-13 22:30:13.986025,-0.2828,1.0705,-0.4132,42.0356,13.9888,-11.5594,0.0013,-0.0018,-0.0012,0.0198,0.0407,0.0268,-21.917,-81.484
1588,2022-05-13 22:30:19.088862,-0.2802,1.0766,-0.4141,42.2636,13.9548,-12.2909,0.0019,0.0007,0.0,0.0185,0.0412,0.0249,-21.6708,-81.2688
1589,2022-05-13 22:30:24.195756,-0.2741,1.0807,-0.4068,42.2984,13.7568,-11.9989,0.0028,0.0025,0.0,0.02,0.0412,0.0278,-21.4241,-81.0544
1590,2022-05-13 22:30:29.294363,-0.2736,1.0776,-0.4039,42.6312,13.5492,-11.4637,0.0001,0.0031,-0.0018,0.0146,0.0412,0.0261,-21.1774,-80.841
1591,2022-05-13 22:30:35.002512,-0.2764,1.064,-0.3999,42.7864,13.7278,-11.6369,0.0004,0.0007,0.0003,0.0154,0.0432,0.0261,-20.9009,-80.6031
1592,2022-05-13 22:30:40.110381,-0.2731,1.0798,-0.3997,42.4527,13.5775,-11.1362,0.0022,0.0016,0.0009,0.0168,0.0417,0.0256,-20.6531,-80.391
1593,2022-05-13 22:30:45.220007,-0.2769,1.0623,-0.3968,42.4622,13.8064,-11.3955,0.001,0.0016,0.0003,0.0183,0.042,0.0268,-20.4049,-80.1796
1594,2022-05-13 22:30:50.322359,-0.2773,1.0553,-0.3888,42.597,13.7992,-11.3493,0.0025,0.001,-0.0015,0.0154,0.0434,0.0283,-20.1567,-79.9691
1595,2022-05-13 22:30:55.420154,-0.2768,1.058,-0.3837,42.6104,13.6056,-11.3659,0.0038,0.004,-0.0009,0.0144,0.0427,0.0266,-19.9084,-79.7597
1596,2022-05-13 22:31:01.386511,-0.278,1.0677,-0.3848,42.5074,13.3791,-11.4257,0.0016,0.0013,0.0003,0.0132,0.0422,0.0256,-19.6175,-79.5154
1597,2022-05-13 22:31:06.481429,-0.2799,1.0691,-0.3778,42.5474,13.3277,-11.0888,0.0035,0.0031,0.0009,0.0203,0.0403,0.0259,-19.3686,-79.3076
1598,2022-05-13 22:31:11.574113,-0.2869,1.0651,-0.3703,42.6913,13.4533,-10.6938,-0.0005,0.0019,-0.0009,0.0127,0.0412,0.0266,-19.1196,-79.1005
1599,2022-05-13 22:31:16.681613,-0.2846,1.0773,-0.3642,42.4579,13.3213,-10.1086,0.0041,0.0022,-0.0015,0.0134,0.0425,0.0259,-18.8697,-78.8936
1600,2022-05-13 22:31:21.781020,-0.273,1.08,-0.3523,42.5427,13.3439,-10.6302,0.0031,0.0019,-0.0021,0.0146,0.0412,0.0249,-18.6197,-78.6875
1601,2022-05-13 22:31:27.512502,-0.2767,1.085,-0.3554,42.3459,13.2277,-10.2638,0.0001,0.0025,-0.0009,0.0173,0.0398,0.0266,-18.3385,-78.4568
1602,2022-05-13 22:31:32.612414,-0.2714,1.0772,-0.351,42.2538,13.0553,-10.3789,0.001,0.0037,-0.0015,0.0217,0.0405,0.0281,-18.088,-78.2522
1603,2022-05-13 22:31:37.723441,-0.2829,1.0628,-0.3444,42.1872,13.2557,-9.9569,0.0001,0.0,0.0009,0.0215,0.0417,0.0251,-17.8367,-78.0478
1604,2022-05-13 22:31:42.820707,-0.2726,1.0514,-0.335,42.2825,13.3166,-9.5481,0.0013,-0.0003,-0.0006,0.0183,0.0429,0.0251,-17.5857,-77.8445
1605,2022-05-13 22:31:47.914699,-0.2694,1.0437,-0.3303,42.4752,13.046,-9.4089,0.0007,-0.0009,0.0,0.0183,0.041,0.0224,-17.3347,-77.642
1606,2022-05-13 22:31:53.621754,-0.2675,1.0389,-0.3285,42.5332,13.1748,-9.5835,0.0031,0.0013,-0.0018,0.0151,0.0425,0.0244,-17.0531,-77.4159
1607,2022-05-13 22:31:58.731028,-0.2693,1.0449,-0.3314,42.6745,13.7478,-9.089,0.0016,0.0,0.0,0.0127,0.0405,0.0266,-16.8008,-77.214
1608,2022-05-13 22:32:03.832366,-0.2717,1.048,-0.3313,42.5933,13.4937,-9.4084,0.0016,0.0025,0.0003,0.0198,0.0407,0.0268,-16.5485,-77.013
1609,2022-05-13 22:32:08.940480,-0.2758,1.0445,-0.3241,42.6091,13.0529,-8.9294,0.0019,0.0016,0.0003,0.0183,0.041,0.0259,-16.2957,-76.8124
1610,2022-05-13 22:32:14.042033,-0.2784,1.0484,-0.3273,42.5374,12.8463,-8.7107,0.0016,0.0007,0.0012,0.0205,0.0407,0.0271,-16.043,-76.6125
1611,2022-05-13 22:32:19.778186,-0.2752,1.0486,-0.3275,42.4717,13.0085,-8.609,0.0025,0.0003,-0.0012,0.02,0.042,0.0229,-15.7586,-76.3885
1612,2022-05-13 22:32:24.879696,-0.2712,1.0564,-0.3361,42.6036,12.7684,-8.53,0.0022,0.004,-0.0006,0.0215,0.042,0.0276,-15.5054,-76.1899
1613,2022-05-13 22:32:29.975406,-0.258,1.0588,-0.3434,42.7456,12.8182,-8.426,0.0001,0.0013,0.0003,0.0134,0.042,0.0278,-15.2522,-75.9919
1614,2022-05-13 22:32:35.082042,-0.2611,1.0448,-0.3397,42.6576,13.0643,-8.9305,0.0031,0.0013,0.0003,0.0137,0.0444,0.0244,-14.9982,-75.7941
1615,2022-05-13 22:32:40.193152,-0.2525,1.0405,-0.3315,42.6017,12.6872,-8.3631,0.0022,-0.0003,-0.0021,0.0134,0.0422,0.0251,-14.7439,-75.5966
1616,2022-05-13 22:32:46.124441,-0.2377,1.0373,-0.3214,42.5438,12.4838,-8.3564,0.0053,0.0013,0.0006,0.012,0.0412,0.0273,-14.4485,-75.3681
1617,2022-05-13 22:32:51.231434,-0.2251,1.0595,-0.3201,42.5969,12.4494,-8.1817,0.0013,0.004,-0.0009,0.0142,0.0422,0.0244,-14.1938,-75.1718
1618,2022-05-13 22:32:56.342275,-0.2371,1.0557,-0.3187,42.5509,12.7036,-7.7495,0.0013,0.0019,0.0,0.0139,0.0439,0.0261,-13.9388,-74.9759
1619,2022-05-13 22:33:01.441383,-0.233,1.0434,-0.3096,42.5258,12.7542,-7.3946,-0.0005,0.0028,0.0012,0.0146,0.0425,0.0254,-13.6842,-74.7809
1620,2022-05-13 22:33:06.550894,-0.2244,1.0411,-0.2956,42.5905,12.6732,-7.2948,0.0022,0.0016,0.0015,0.0146,0.0434,0.0246,-13.4288,-74.586
1621,2022-05-13 22:33:12.518134,-0.2209,1.056,-0.2945,42.851,12.6732,-7.563,0.0016,0.0013,-0.0009,0.0171,0.0427,0.0237,-13.1303,-74.3589
1622,2022-05-13 22:33:17.620963,-0.2307,1.0561,-0.295,42.7334,12.1726,-7.1917,-0.0021,0.0,0.0,0.0134,0.0429,0.0288,-12.8749,-74.1652
1623,2022-05-13 22:33:22.719834,-0.2309,1.0434,-0.2852,42.6297,12.3617,-7.1891,0.0016,0.0046,-0.0009,0.0183,0.0425,0.0261,-12.6194,-73.972
1624,2022-05-13 22:33:27.822901,-0.2337,1.0464,-0.2841,42.5548,12.3181,-7.0962,0.0007,0.0031,-0.0024,0.0207,0.0403,0.0244,-12.3636,-73.7792
1625,2022-05-13 22:33:32.929207,-0.2299,1.0595,-0.274,42.5846,12.3625,-6.736,0.0013,0.0016,-0.0015,0.0207,0.0412,0.0276,-12.1074,-73.5866
1626,2022-05-13 22:33:38.892361,-0.2186,1.0514,-0.2814,42.4867,12.0532,-6.3077,-0.0005,0.0003,0.0,0.0151,0.04,0.0268,-11.8081,-73.3622
1627,2022-05-13 22:33:43.995841,-0.2234,1.047,-0.2844,42.739,12.3835,-6.2217,0.0028,0.0006,0.0,0.0198,0.0403,0.0266,-11.5517,-73.1706
1628,2022-05-13 22:33:49.099074,-0.2278,1.0516,-0.2855,42.6327,12.4316,-6.5159,0.0016,0.0009,-0.0015,0.021,0.042,0.0303,-11.2951,-72.9793
1629,2022-05-13 22:33:54.193986,-0.2258,1.048,-0.2777,42.6044,12.1241,-6.4105,0.0031,0.0022,0.0003,0.0137,0.0427,0.0261,-11.0388,-72.7887
1630,2022-05-13 22:33:59.305270,-0.2274,1.0589,-0.2628,42.9149,12.1545,-6.2099,0.0013,0.0006,-0.0009,0.0151,0.0415,0.0273,-10.7815,-72.598
1631,2022-05-13 22:34:05.581272,-0.2323,1.0484,-0.2575,43.1651,11.7959,-6.3793,0.001,0.0019,0.0012,0.0188,0.0422,0.0251,-10.4654,-72.3642
1632,2022-05-13 22:34:10.677498,-0.2423,1.0595,-0.2477,43.049,12.0085,-6.1366,0.0028,0.0031,0.0,0.0168,0.0415,0.0232,-10.2086,-72.1747
1633,2022-05-13 22:34:15.784322,-0.2514,1.0784,-0.2505,42.7761,11.9193,-6.0986,0.0001,-0.0003,-0.0015,0.0168,0.0417,0.0256,-9.951,-71.9852
1634,2022-05-13 22:34:20.883399,-0.2543,1.0806,-0.2463,42.732,11.8706,-5.8124,0.0028,0.0012,-0.0009,0.022,0.0415,0.0256,-9.6938,-71.7963
1635,2022-05-13 22:34:25.994003,-0.2549,1.0821,-0.2462,42.8744,11.7666,-5.4993,0.004,0.0043,-0.0009,0.0198,0.0415,0.0266,-9.4357,-71.6073
1636,2022-05-13 22:34:31.933736,-0.2548,1.0846,-0.2464,42.9125,11.8716,-5.5552,0.0047,0.0025,0.0009,0.0144,0.0422,0.0251,-9.1357,-71.388
1637,2022-05-13 22:34:37.041960,-0.2507,1.0841,-0.2582,43.0092,11.7194,-5.4837,0.0028,0.0028,-0.0009,0.011,0.0412,0.0261,-8.8775,-71.1997
1638,2022-05-13 22:34:42.145095,-0.2464,1.0887,-0.2437,42.9189,11.7761,-5.2508,0.0047,0.0,-0.0006,0.0163,0.0403,0.0227,-8.6195,-71.0119
1639,2022-05-13 22:34:47.252051,-0.2367,1.0794,-0.2361,43.1473,11.6734,-4.6742,0.0034,0.0012,0.0003,0.0163,0.0432,0.0266,-8.3611,-70.8242
1640,2022-05-13 22:34:52.362344,-0.2355,1.0754,-0.2281,42.9448,11.979,-4.8288,0.0025,-0.0003,-0.0015,0.0139,0.042,0.0254,-8.1025,-70.6367
1641,2022-05-13 22:34:58.302445,-0.2211,1.0836,-0.228,43.3734,11.6924,-4.418,0.0013,0.0025,-0.0003,0.0173,0.0412,0.0278,-7.8017,-70.4191
1642,2022-05-13 22:35:03.409594,-0.23,1.0887,-0.2095,43.4884,11.9628,-4.3417,0.0013,0.0012,-0.0015,0.0178,0.0425,0.0251,-7.5429,-70.2322
1643,2022-05-13 22:35:08.505613,-0.2377,1.089,-0.2039,43.3267,11.8526,-4.5682,0.0016,0.0022,-0.0012,0.0171,0.0415,0.0259,-7.2847,-70.046
1644,2022-05-13 22:35:13.613773,-0.2387,1.0903,-0.2074,43.533,11.6742,-4.4639,0.0001,0.0019,-0.0018,0.0161,0.0407,0.0264,-7.0257,-69.8596
1645,2022-05-13 22:35:18.722255,-0.2356,1.101,-0.2089,43.3973,11.5598,-3.8907,0.004,0.0025,-0.0009,0.0146,0.0417,0.0283,-6.7666,-69.6734
1646,2022-05-13 22:35:27.035013,-0.2299,1.1012,-0.2109,43.4264,11.5125,-3.8246,0.0016,0.0009,0.0003,0.0134,0.0425,0.0268,-6.3448,-69.3709
1647,2022-05-13 22:35:32.131116,-0.24,1.1024,-0.2097,43.443,11.2892,-4.0646,-0.0021,0.0022,0.0,0.0207,0.0415,0.0266,-6.0861,-69.1857
1648,2022-05-13 22:35:37.231268,-0.2405,1.0976,-0.204,43.1961,11.2927,-3.9083,-0.0005,0.0028,0.0003,0.0139,0.0429,0.0264,-5.827,-69.0006
1649,2022-05-13 22:35:42.339759,-0.2511,1.1067,-0.2021,43.2231,11.4351,-4.2214,-0.0018,-0.0018,0.0009,0.0151,0.042,0.0273,-5.5675,-68.8153
1650,2022-05-13 22:35:47.438529,-0.2555,1.1208,-0.2008,43.3341,11.2151,-3.4955,-0.0002,0.0003,-0.0012,0.0129,0.0405,0.0266,-5.3084,-68.6305
1651,2022-05-13 22:35:53.370778,-0.2545,1.1218,-0.205,43.4705,11.3,-3.3733,0.0034,-0.0006,-0.0006,0.0124,0.042,0.0259,-5.0069,-68.4158
1652,2022-05-13 22:35:58.481900,-0.2567,1.1058,-0.2,43.5267,11.2274,-2.9481,-0.0005,-0.0003,0.0003,0.0142,0.0429,0.0259,-4.747,-68.231
1653,2022-05-13 22:36:03.589437,-0.2517,1.0962,-0.1921,43.6049,11.2134,-2.8394,0.0037,0.0015,0.0006,0.0142,0.0422,0.0251,-4.4871,-68.0464
1654,2022-05-13 22:36:08.689298,-0.2533,1.0963,-0.184,43.5498,10.838,-2.5137,0.0059,0.0028,0.0003,0.0156,0.0417,0.0256,-4.2277,-67.8623
1655,2022-05-13 22:36:13.799620,-0.2566,1.0956,-0.187,43.4236,10.527,-2.7244,-0.0009,0.0015,-0.0024,0.0137,0.0437,0.0234,-3.9677,-67.6779
1656,2022-05-13 22:36:19.730716,-0.2535,1.1021,-0.1891,43.3642,10.4431,-2.5228,0.0004,0.0019,-0.0015,0.0146,0.0427,0.0256,-3.6658,-67.4641
1657,2022-05-13 22:36:24.824123,-0.2552,1.0941,-0.1888,43.3478,10.4289,-1.9943,0.0028,0.0022,-0.0006,0.02,0.0417,0.0276,-3.4064,-67.2805
1658,2022-05-13 22:36:29.919223,-0.2584,1.0948,-0.1913,43.4072,10.6084,-1.7681,0.0013,0.0019,-0.0012,0.0137,0.0415,0.0293,-3.1471,-67.0971
1659,2022-05-13 22:36:35.015364,-0.2544,1.0934,-0.188,43.3511,10.6712,-2.0826,0.0013,0.0003,-0.0021,0.0215,0.0415,0.0254,-2.8875,-66.9137
1660,2022-05-13 22:36:40.124293,-0.2596,1.0853,-0.1804,43.6368,10.6833,-1.6544,0.0001,0.0003,0.0012,0.0181,0.0415,0.0246,-2.6272,-66.7299
1661,2022-05-13 22:36:46.416130,-0.2671,1.077,-0.1635,43.5812,10.7434,-2.4272,0.0019,0.0037,-0.0003,0.0205,0.0412,0.0278,-2.3067,-66.5037
1662,2022-05-13 22:36:51.518982,-0.278,1.0747,-0.1667,43.8379,11.0041,-1.957,0.0028,0.0025,0.0016,0.0151,0.0422,0.0251,-2.0467,-66.3203
1663,2022-05-13 22:36:56.613796,-0.2882,1.073,-0.158,43.502,10.7439,-2.1587,0.0049,-0.0006,-0.0021,0.0183,0.0415,0.0264,-1.787,-66.1372
1664,2022-05-13 22:37:01.721095,-0.2783,1.0691,-0.1557,43.3457,10.4204,-1.47,0.0013,0.0031,-0.0015,0.0178,0.0427,0.0256,-1.5268,-65.9538
1665,2022-05-13 22:37:06.824621,-0.2694,1.0722,-0.1605,43.5372,10.3809,-1.449,0.0031,0.0009,-0.0024,0.0203,0.0407,0.0256,-1.2666,-65.7706
1666,2022-05-13 22:37:12.734632,-0.2743,1.0735,-0.1514,43.7534,10.4523,-0.9598,-0.0006,-0.0003,-0.0021,0.0144,0.0417,0.0254,-0.9654,-65.5584
1667,2022-05-13 22:37:17.836960,-0.2796,1.0774,-0.1547,43.9638,10.3506,-0.6916,0.0025,0.0,-0.0012,0.0185,0.0417,0.0271,-0.7052,-65.3752
1668,2022-05-13 22:37:22.932368,-0.2746,1.0782,-0.1502,43.7804,9.5016,-1.3373,0.0013,0.0012,-0.0033,0.0146,0.042,0.0256,-0.4455,-65.1924
1669,2022-05-13 22:37:28.037893,-0.2754,1.0704,-0.1376,43.7799,9.8779,-0.9292,0.0016,0.0009,-0.0033,0.0166,0.0439,0.0259,-0.1851,-65.0091
1670,2022-05-13 22:37:33.141588,-0.278,1.0777,-0.1368,44.0606,10.2284,-0.6892,0.0037,0.0006,-0.0003,0.0134,0.0427,0.0266,0.0751,-64.826
1671,2022-05-13 22:37:39.406381,-0.2727,1.0744,-0.1274,43.5137,10.2746,-0.7809,-0.0006,0.0003,-0.0006,0.0166,0.0427,0.0259,0.3945,-64.6011
1672,2022-05-13 22:37:44.501872,-0.2811,1.0708,-0.1289,43.5878,10.3603,-0.2987,-0.0024,0.0015,-0.0018,0.0176,0.0425,0.0261,0.6543,-64.4183
1673,2022-05-13 22:37:49.609363,-0.2802,1.0809,-0.1333,43.6205,10.3272,-0.4813,0.0031,0.0049,-0.0009,0.0205,0.042,0.0283,0.9147,-64.2349
1674,2022-05-13 22:37:54.711598,-0.2897,1.0995,-0.1386,43.6122,10.1452,-0.4448,0.0022,-0.0015,-0.0006,0.0134,0.0429,0.0268,1.1748,-64.0517
1675,2022-05-13 22:37:59.813609,-0.2772,1.0984,-0.1379,43.6978,10.0931,-0.4746,0.0004,0.0009,-0.0021,0.0163,0.0429,0.0254,1.4349,-63.8685
1676,2022-05-13 22:38:06.080435,-0.2766,1.1191,-0.1423,43.5052,9.9689,-0.4691,0.0031,-0.0003,-0.0009,0.0173,0.0415,0.0266,1.7544,-63.6434
1677,2022-05-13 22:38:11.187396,-0.2668,1.1254,-0.1437,43.6393,9.828,-0.0599,0.0019,0.0015,-0.0012,0.0173,0.0425,0.0266,2.0147,-63.4599
1678,2022-05-13 22:38:16.295129,-0.2685,1.1266,-0.1388,43.7497,9.9802,0.1625,0.0004,0.0009,-0.0033,0.0156,0.042,0.0259,2.275,-63.2762
1679,2022-05-13 22:38:21.398326,-0.2562,1.1262,-0.1396,43.7831,10.1125,0.6652,0.0013,0.0,-0.0012,0.0198,0.0403,0.0249,2.5351,-63.0927
1680,2022-05-13 22:38:26.499725,-0.2668,1.1279,-0.1446,43.5904,10.0944,0.5836,0.0025,0.0003,0.0003,0.019,0.041,0.0261,2.7951,-62.9091
1681,2022-05-13 22:38:32.446366,-0.2648,1.1254,-0.1212,43.6923,10.0892,0.3975,0.0016,0.0031,0.0003,0.0137,0.0422,0.0249,3.0981,-62.695
1682,2022-05-13 22:38:37.545172,-0.2602,1.1201,-0.1055,43.7,9.8909,0.6374,0.0034,0.0018,0.0006,0.0163,0.0412,0.0271,3.3579,-62.5114
1683,2022-05-13 22:38:42.656511,-0.2664,1.1087,-0.0999,43.9697,9.7341,1.2936,0.001,0.0,0.0,0.0161,0.0398,0.0239,3.6182,-62.3272
1684,2022-05-13 22:38:47.753757,-0.2572,1.1259,-0.089,44.1981,9.7641,0.95,-0.0003,-0.0006,-0.0015,0.021,0.041,0.0232,3.8778,-62.1433
1685,2022-05-13 22:38:52.852048,-0.2465,1.1337,-0.0937,43.9908,9.5104,1.0103,0.0007,0.0006,0.0006,0.0137,0.042,0.0246,4.1374,-61.9593
1686,2022-05-13 22:38:58.781253,-0.2546,1.136,-0.0841,43.9714,9.7098,0.7081,0.0,0.0015,-0.0003,0.0142,0.041,0.0283,4.4392,-61.7451
1687,2022-05-13 22:39:03.875109,-0.2618,1.1312,-0.076,44.1439,9.75,0.8196,0.0052,0.0018,-0.0003,0.0207,0.042,0.0283,4.6985,-61.561
1688,2022-05-13 22:39:08.982718,-0.2513,1.1301,-0.0709,44.0168,9.5981,0.6974,-0.0009,0.0024,-0.0003,0.022,0.0407,0.0276,4.9584,-61.3761
1689,2022-05-13 22:39:14.084800,-0.2552,1.1344,-0.0743,43.9081,9.474,0.959,0.0013,-0.0009,0.0006,0.019,0.0412,0.0239,5.218,-61.1914
1690,2022-05-13 22:39:19.191436,-0.2581,1.1327,-0.0726,43.8687,9.729,1.8,0.0019,0.0021,-0.0009,0.0198,0.042,0.0278,5.4777,-61.0062
1691,2022-05-13 22:39:25.176122,-0.2591,1.1551,-0.0901,44.0145,9.3155,1.7405,0.0003,0.0003,0.0003,0.0149,0.0417,0.0264,5.782,-60.7891
1692,2022-05-13 22:39:30.282799,-0.2643,1.1581,-0.0798,44.1135,9.3928,1.6148,0.0025,0.0006,0.0,0.0181,0.0425,0.0281,6.0416,-60.6035
1693,2022-05-13 22:39:35.384436,-0.2734,1.1514,-0.0867,44.2059,9.2295,1.7894,-0.0006,0.0037,-0.0015,0.0146,0.0422,0.0261,6.3008,-60.418
1694,2022-05-13 22:39:40.483492,-0.2667,1.1415,-0.0844,44.1305,9.1937,2.0217,0.0058,-0.0006,-0.0027,0.0171,0.042,0.0264,6.5598,-60.2324
1695,2022-05-13 22:39:45.594191,-0.2815,1.1366,-0.0931,44.0948,9.2201,2.0318,0.0031,-0.0003,-0.0006,0.0163,0.0405,0.0251,6.8194,-60.0461
1696,2022-05-13 22:39:51.476848,-0.2786,1.1402,-0.0947,44.1756,9.4995,1.9524,0.0019,0.0,0.0006,0.0161,0.0429,0.0281,7.1179,-59.8314
1697,2022-05-13 22:39:56.574405,-0.273,1.1396,-0.0739,44.3226,9.7434,1.9889,0.0031,0.0012,0.0,0.0149,0.0412,0.0268,7.3767,-59.645
